CVE_SUBCUE,SUBCUENCA,TIPO,AREA,PERIMETRO,CVE_CUE,iie_2018_mean,iie_2018_variance,iie_2018_count,EDOS_CUE
RH02Af,"R. San Ignacio",EXORREICA,2975.93 km²,299.50 km,RH02A,0.885495240085665,0.0265869952708638,48948,"BS"
RH35Ba,"L. de la Leche",ENDORREICA,6346.27 km²,511.67 km,RH35B,0.919025640536752,0.0139678354030475,100557,"CL,CH,DG"
RH02Ag,"L. San Ignacio",EXORREICA,2647.32 km²,288.48 km,RH02A,0.937189120752443,0.0113032809853721,42104,"BS"
RH24Dd,"P. Venustiano Carranza",EXORREICA,883.88 km²,198.86 km,RH24D,0.774893875271197,0.0501804550543127,11805,"CL,NL,TS"
RH24Md,"R. Parral",EXORREICA,2486.93 km²,399.34 km,RH24M,0.597105328068894,0.0466258265971435,39702,"CH,DG"
RH05Ae,"(Santa Rosalía)",EXORREICA,1081.12 km²,188.78 km,RH05A,0.963456509582482,0.00689092014075804,17250,"BS"
RH10Gl,"R. Tepochique",EXORREICA,1058.82 km²,189.36 km,RH10G,0.836798215318457,0.0312565128353593,16896,"CH,DG,SL,SR"
RH24La,"P. de la Boquilla",EXORREICA,954.65 km²,169.04 km,RH24L,0.647623955792257,0.0237828342698968,13100,"CH,DG"
RH24Ma,"R. Florido - Camargo",EXORREICA,3781.37 km²,463.91 km,RH24M,0.709031921293301,0.0542466122274229,60342,"CH,DG"
RH10Gj,"R. Urique",EXORREICA,4670.25 km²,604.91 km,RH10G,0.850696342827209,0.028441709710318,74590,"CH,DG,SL,SR"
RH24Lb,"R. Conchos - Valle de Zaragoza",EXORREICA,5430.37 km²,638.88 km,RH24L,0.536624728589232,0.0416311698166877,86764,"CH,DG"
RH05Af,"A. Santa Ana",EXORREICA,550.62 km²,161.98 km,RH05A,0.95989242376868,0.00365823278851515,8770,"BS"
RH24Eb,"R. Bravo - A. del Carrizo",EXORREICA,1099.80 km²,186.03 km,RH24E,0.684278609482569,0.0650383212829609,17443,"CL,NL,TS"
RH09Ah,"A. Cocoraque",EXORREICA,1480.33 km²,259.55 km,RH09A,0.754564439390311,0.0539693431628958,23633,"CH,SR"
RH02Bh,"Puerto San Bartolomé",EXORREICA,2876.50 km²,507.14 km,RH02B,0.97964885941863,0.00256854230401191,44757,"BC,BS"
RH24Dg,"R. Salado de Nadadores",EXORREICA,16667.16 km²,829.83 km,RH24D,0.835231782061502,0.0492244287856024,266042,"CL,NL,TS"
RH05Ag,"A. La Trinidad",EXORREICA,615.54 km²,142.66 km,RH05A,0.957371048726439,0.00329847630069666,9816,"BS"
RH09Ba,"R. Yaqui - Vicam",EXORREICA,6443.17 km²,504.96 km,RH09B,0.574896058847015,0.113837182187972,100766,"CH,SR"
RH24Dc,"R. Salado - Anáhuac",EXORREICA,7436.30 km²,567.72 km,RH24D,0.73526992929615,0.0620393080165597,118708,"CL,NL,TS"
RH24Kg,"L. Tortuguillas y Changlapio",EXORREICA,1168.39 km²,193.43 km,RH24K,0.705204722268524,0.033152289953916,18661,"CH"
RH09Af,"A. Guajaray",EXORREICA,935.15 km²,178.64 km,RH09A,0.932665221219342,0.00688916781526349,14940,"CH,SR"
RH09Ag,"A. Cedro",EXORREICA,1988.80 km²,289.94 km,RH09A,0.826814938474778,0.0394204179595265,31775,"CH,SR"
RH09Ab,"R. Mayo - P. Adolfo Ruíz Cortínez",EXORREICA,3866.84 km²,480.00 km,RH09A,0.869054838336463,0.035940784853868,61048,"CH,SR"
RH24Dh,"Cuatro Ciénegas",EXORREICA,6564.91 km²,490.86 km,RH24D,0.873263299747338,0.0205184740726645,104893,"CL,NL,TS"
RH24Ld,"R. Bocoyna",EXORREICA,2016.48 km²,323.64 km,RH24L,0.810033797652665,0.0355410590051354,32214,"CH,DG"
RH24Lc,"R. San Ignacio",EXORREICA,1759.63 km²,227.38 km,RH24L,0.885495240085665,0.0265869952708638,48948,"CH,DG"
RH24Ec,"R. Bravo - A. Saladito",EXORREICA,1553.50 km²,189.87 km,RH24E,0.781590353762459,0.0482849623511334,24686,"CL,NL,TS"
RH09Cf,"A. Tetacbiate",EXORREICA,589.81 km²,138.34 km,RH09C,0.926486640991877,0.0167854073447063,9423,"SR"
RH24Nc,"R. San Pedro - Villalba",EXORREICA,4656.91 km²,493.17 km,RH24N,0.523562902449634,0.0425970048471649,74395,"CH"
RH10Gk,"R. Oteros",EXORREICA,5943.00 km²,832.79 km,RH10G,0.875031824521012,0.0219101245659559,94875,"CH,DG,SL,SR"
RH09Ad,"R. Candameña",EXORREICA,927.00 km²,176.01 km,RH09A,0.892760324123157,0.0237986625936555,14817,"CH,SR"
RH35Ea,"L. del Milagro",EXORREICA,5562.24 km²,545.44 km,RH35E,0.817728310303723,0.0235052992158253,88624,"CL,CH"
RH02Be,"A. San Luis",EXORREICA,996.58 km²,175.91 km,RH02B,0.95324496408268,0.0141783249858395,15622,"BC,BS"
RH02Bc,"(Las Lagunas)",EXORREICA,3850.99 km²,428.49 km,RH02B,0.946338196069416,0.00990737914079595,61510,"BC,BS"
RH09Cc,"A. Guaymas",EXORREICA,1290.38 km²,273.59 km,RH09C,0.904510615656641,0.0402049561578788,19813,"SR"
RH34Eb,"L. de los Mexicanos",ENDORREICA,825.18 km²,137.02 km,RH34E,0.460918788977082,0.0942699682275719,12263,"CH"
RH09Ae,"R. Babanori",EXORREICA,1273.68 km²,234.79 km,RH09A,0.907583110782634,0.00885655533225671,20365,"CH,SR"
RH09Cd,"Guaymas",EXORREICA,723.76 km²,162.77 km,RH09C,0.563155404573923,0.0615111724084015,11405,"SR"
RH24Na,"R. Pedro - Meoqui",EXORREICA,1431.45 km²,231.74 km,RH24N,0.500661223353648,0.0941568735211982,22838,"CH"
RH09Ce,"A. Chicuroso",EXORREICA,497.82 km²,162.69 km,RH09C,0.832293184189556,0.0360092345400365,7927,"SR"
RH09Bk,"A. Sahuaral",EXORREICA,1669.67 km²,232.64 km,RH09B,0.790243801064616,0.0218062129621406,26636,"CH,SR"
RH24Nb,"P. Francisco I. Madero",EXORREICA,1116.59 km²,186.03 km,RH24N,0.622707997216204,0.0366780045041012,17540,"CH"
RH09Ac,"R. Moris",EXORREICA,1953.26 km²,433.66 km,RH09A,0.872429983327097,0.0250622468318089,31190,"CH,SR"
RH35Ca,"L. del Guaje",EXORREICA,7255.95 km²,538.21 km,RH35C,0.880264590759926,0.0230364202238082,115928,"CL,CH"
RH24Ne,"R. San Lorenzo",EXORREICA,2077.52 km²,314.58 km,RH24N,0.508397908883793,0.0394789095085116,33192,"CH"
RH05Ba,"(El Barril)",EXORREICA,1395.47 km²,253.03 km,RH05B,0.933269776043851,0.00872542246456492,22245,"BC,BS"
RH02Bb,"L. Scammon",EXORREICA,8657.54 km²,1061.96 km,RH02B,0.93817742262799,0.0162715724536239,135905,"BC,BS"
RH35Eb,"El Llano",ENDORREICA,4964.44 km²,483.29 km,RH35E,0.728193000529864,0.0249221320176832,79075,"CL,CH"
RH09Dg,"A. La Bandera",EXORREICA,1560.56 km²,275.62 km,RH09D,0.856251925731185,0.0511090670958509,24675,"SR"
RH24Kb,"R. Conchos - P. Rosetilla",EXORREICA,3449.81 km²,545.54 km,RH24K,0.617436818594668,0.0681708044284238,54983,"CH"
RH24Kf,"A. Bachimba",EXORREICA,920.65 km²,232.25 km,RH24K,0.534370000769607,0.052113998254123,14693,"CH"
RH05Bb,"A. Santa Isabel",EXORREICA,603.68 km²,138.98 km,RH05B,0.970579023842497,0.00170930476071459,9635,"BC,BS"
RH24Ke,"P. Chihuahua",EXORREICA,380.93 km²,120.09 km,RH24K,0.630617112618841,0.0485930973351794,6053,"CH"
RH02Bf,"A. Paraíso",EXORREICA,1362.52 km²,230.66 km,RH02B,0.968770806134257,0.0030720324402291,21635,"BC,BS"
RH24Ed,"R. Bravo - A. del Amole",EXORREICA,4251.45 km²,338.81 km,RH24E,0.733657356144187,0.0690327224878713,67605,"CL,NL,TS"
RH09Bl,"R. Chico",EXORREICA,2725.60 km²,325.78 km,RH09B,0.908791120143877,0.0172586446271146,43527,"CH,SR"
RH02Bg,"A. San Miguel",EXORREICA,911.86 km²,187.23 km,RH02B,0.977180282268371,0.00159864373177756,14495,"BC,BS"
RH24De,"R. Sabinas",EXORREICA,9832.20 km²,777.79 km,RH24D,0.793058223752117,0.0400954270307187,157004,"CL,NL,TS"
RH35Cb,"Bolsón de Lipanes",ENDORREICA,7016.92 km²,584.01 km,RH35C,0.827563145053329,0.0257146518797665,111637,"CL,CH"
RH09Bt,"R. Carpio",EXORREICA,1446.38 km²,207.84 km,RH09B,0.517802540137224,0.103166633152181,23049,"CH,SR"
RH24Fa,"R. Bravo - A. San Antonio",EXORREICA,3172.39 km²,326.29 km,RH24F,0.778694318964141,0.0532628844173237,50644,"CL"
RH09Dh,"A. El Bajío",EXORREICA,1447.39 km²,220.94 km,RH09D,0.817395308538991,0.0343120507330482,23123,"SR"
RH09Bs,"R. Tomachic",EXORREICA,2522.29 km²,324.02 km,RH09B,0.907249626676868,0.019047269195626,40299,"CH,SR"
RH02Cb,"A. San Borja",EXORREICA,347.22 km²,109.07 km,RH02C,0.957734189759967,0.00356239390824752,5512,"BC"
RH35Db,"A. del Marqués",EXORREICA,1285.63 km²,228.15 km,RH35D,0.712338248459802,0.0433726218804509,20539,"CH"
RH09Ca,"R. Mátate - Empalme",EXORREICA,2873.50 km²,356.47 km,RH09C,0.742461921844967,0.0519838022323024,45875,"SR"
RH02Ca,"A. Rosarito",EXORREICA,959.72 km²,209.01 km,RH02C,0.977342720650987,0.00128819186607402,15285,"BC"
RH24Nd,"R. Santa Isabel",EXORREICA,2762.19 km²,362.88 km,RH24N,0.589808818536009,0.067360548893069,44116,"CH"
RH09Bj,"R. Tecoripa",EXORREICA,2456.48 km²,321.87 km,RH09B,0.775374157629434,0.0499243875182981,39177,"CH,SR"
RH05Bc,"A. San Pedro",EXORREICA,1734.37 km²,294.47 km,RH05B,0.977146441452186,0.00155499277067097,27546,"BC,BS"
RH24Kd,"Sacramento",EXORREICA,1077.26 km²,190.30 km,RH24K,0.571803967260889,0.0801499620442408,17183,"CH"
RH24Kc,"R. Chuvíscar",EXORREICA,2930.03 km²,432.93 km,RH24K,0.625296997613398,0.0808594254890727,46801,"CH"
RH24Df,"R. Álamos",EXORREICA,6780.83 km²,524.16 km,RH24D,0.771461846060824,0.0320637677844811,108200,"CL,NL,TS"
RH34Ea,"L. Bustillos",ENDORREICA,3264.36 km²,377.97 km,RH34E,0.44622975866539,0.107952118702445,49775,"CH"
RH24Fb,"R. Bravo - R. San Rodrigo",EXORREICA,2838.84 km²,374.73 km,RH24F,0.833639453492993,0.0213666397923847,45133,"CL"
RH09Bb,"R. Yaqui - P. Alvaro Obregón",EXORREICA,4946.90 km²,607.32 km,RH09B,0.86161230620356,0.0264351941521562,75731,"CH,SR"
RH09Bq,"R. Mulatos",EXORREICA,3379.40 km²,468.49 km,RH09B,0.918093901081543,0.0136901202345329,53988,"CH,SR"
RH09Bm,"R. Bacanora",EXORREICA,776.28 km²,179.15 km,RH09B,0.832566295047699,0.0197780139295597,12386,"CH,SR"
RH24Jc,"R. Conchos - Palomir",EXORREICA,1881.75 km²,290.73 km,RH24J,0.833453334544383,0.0147065609984993,30003,"CH"
RH24Ka,"P. El Granero",EXORREICA,2346.88 km²,283.32 km,RH24K,0.872472414926315,0.00987213364187743,36841,"CH"
RH09Br,"R. Tutuaca",EXORREICA,2202.25 km²,340.97 km,RH09B,0.961184295371068,0.00616992987587471,35168,"CH,SR"
RH09Di,"A. La Poza",EXORREICA,2602.73 km²,392.01 km,RH09D,0.640978350737671,0.0832715352566613,41531,"SR"
RH09Cb,"Mátape - P. Punta de Agua",EXORREICA,3135.91 km²,403.69 km,RH09C,0.751308131898089,0.0284435663207255,50077,"SR"
RH35Da,"Polvorillos",ENDORREICA,4184.36 km²,417.25 km,RH35D,0.71669879147088,0.0628345461503447,66790,"CH"
RH24Hb,"R. Bravo - A. Álamos",EXORREICA,11008.21 km²,786.84 km,RH24H,0.913113270235017,0.0122209522317167,175507,"CL,CH"
RH24Hc,"R. Bravo - R. San Antonio",EXORREICA,3310.08 km²,393.21 km,RH24H,0.850352546786175,0.0189353059301577,52564,"CL,CH"
RH02Cc,"A. San Andrés",EXORREICA,2046.72 km²,307.71 km,RH02C,0.979597469108528,0.00101513101008332,32657,"BC"
RH09Bn,"R. Sahuaripa",EXORREICA,2871.53 km²,320.42 km,RH09B,0.82199913200827,0.0260809753963152,45830,"CH,SR"
RH34Ag,"L. del Diablo",ENDORREICA,195.04 km²,87.17 km,RH34A,0.594577860835968,0.0152383917921274,3077,"CH"
RH24Fc,"R. Bravo - R. San Diego",EXORREICA,2475.34 km²,345.36 km,RH24F,0.84154899605203,0.0270465208618929,39350,"CL"
RH24Hd,"R. Bravo - A. Ventanas",EXORREICA,600.79 km²,161.78 km,RH24H,0.872726516642844,0.0110849219813097,9381,"CL,CH"
RH09Dj,"A. La Junta",EXORREICA,2067.86 km²,304.36 km,RH09D,0.806622233213049,0.0138655420573861,32948,"SR"
RH02Cd,"Punta Prieta",EXORREICA,2112.77 km²,332.03 km,RH02C,0.973746943490443,0.0013983328497063,33339,"BC"
RH24Fd,"R. Bravo - A. de las Vacas",EXORREICA,1186.84 km²,222.57 km,RH24F,0.821039235282626,0.0384362274559304,18823,"CL"
RH09Da,"R. Sonora - Hermosillo",ENDORREICA,1264.26 km²,251.42 km,RH09D,0.733914511270774,0.0660017588233247,19467,"SR"
RH09Eb,"A. La Manga",EXORREICA,4089.46 km²,379.47 km,RH09E,0.661794507591977,0.0839091399529423,64645,"SR"
RH24He,"R. Bravo - A. de la Mula",EXORREICA,1988.29 km²,285.60 km,RH24H,0.863088684268119,0.0170373879349685,31650,"CL,CH"
RH02Ce,"Cuenca Cerrada",ENDORREICA,413.06 km²,112.32 km,RH02C,0.977470629701489,0.000624410660718254,6384,"BC"
RH08Ab,"(C. del Infiernillo)",EXORREICA,884.85 km²,248.92 km,RH08A,0.905059723458582,0.0105705960182324,13516,"SR"
RH24Hf,"R. Bravo - Ojinaga",EXORREICA,183.32 km²,72.02 km,RH24H,0.867266387655103,0.0576504856296398,2890,"CL,CH"
RH09Bc,"R. Yaqui - P. P. E. Calles",EXORREICA,2651.34 km²,344.96 km,RH09B,0.846110004914945,0.0176391474762989,40382,"CH,SR"
RH05Ca,"L. Agua Amarga",EXORREICA,2187.37 km²,310.61 km,RH05C,0.983927886700652,0.000501527398796379,34827,"BC"
RH24Ha,"R. Bravo - A. de las Vetas",EXORREICA,1515.81 km²,227.05 km,RH24H,0.914560473329434,0.0123153291540296,24001,"CL,CH"
RH02Cf,"A. de San José",EXORREICA,741.77 km²,193.62 km,RH02C,0.972911291253028,0.00125194372279956,11803,"BC"
RH34Dd,"L. Babícora",ENDORREICA,1859.58 km²,257.20 km,RH34D,0.713088770373238,0.0872312665589735,27419,"CH,SR"
RH24Ia,"R. Bravo -  Presidio Arriba",EXORREICA,78.68 km²,50.63 km,RH24I,0.721146613801627,0.104091089085801,1150,"CH"
RH34Cc,"P. El Tintero",EXORREICA,3842.47 km²,398.49 km,RH34C,0.601290501731577,0.0893348047643423,61175,"CH"
RH34Af,"L. Encinillas",ENDORREICA,3039.04 km²,358.10 km,RH34A,0.678547205856676,0.054445281449191,48335,"CH"
RH02Cg,"A. Delfino",EXORREICA,1060.69 km²,209.79 km,RH02C,0.97303809552766,0.00104123893703807,16809,"BC"
RH09Bi,"A. Coronado",EXORREICA,1012.20 km²,182.41 km,RH09B,0.878900607700504,0.00916407555416794,16179,"CH,SR"
RH05Cb,"(Asamblea)",EXORREICA,1199.14 km²,223.77 km,RH05C,0.969448667531222,0.00276053845625638,19121,"BC"
RH05Cc,"A. Calamajue",EXORREICA,450.74 km²,170.35 km,RH05C,0.976873238418991,0.000675287712732,7175,"BC"
RH09Ec,"A. Los Pápagos",EXORREICA,2602.60 km²,382.49 km,RH09E,0.817454639201886,0.0415492392985885,41519,"SR"
RH24Ga,"R. Bravo - A. del Caballo",EXORREICA,4881.26 km²,758.40 km,RH24G,0.844490896792858,0.018388582084731,75427,"CL"
RH09Ed,"L. Playa Noriega",EXORREICA,3174.27 km²,298.83 km,RH09E,0.910592384958527,0.0136569456913301,50723,"SR"
RH24Gb,"R. Bravo - A. del León",EXORREICA,1706.71 km²,279.85 km,RH24G,0.920175364445441,0.0114959148781055,27224,"CL"
RH34Ae,"L. del Cuervo",ENDORREICA,6482.68 km²,515.12 km,RH34A,0.789130814565708,0.0311484134407089,103552,"CH"
RH09Bo,"R. Papigochic o Aros",EXORREICA,11555.89 km²,1224.58 km,RH09B,0.85014007215196,0.0442777185839422,184228,"CH,SR"
RH24Gc,"R. Bravo - A. de las Palomas",EXORREICA,3997.00 km²,436.42 km,RH24G,0.86283213427859,0.035757918455697,63679,"CL"
RH02Ch,"A. Jaraguay",EXORREICA,1284.03 km²,240.22 km,RH02C,0.970110973547376,0.00129465466245941,20422,"BC"
RH24Jb,"R. Conchos - Cuchillo Parado",EXORREICA,4531.49 km²,373.88 km,RH24J,0.896509886388815,0.010614227322065,72056,"CH"
RH02Ci,"A. Santa Catarina",EXORREICA,1302.93 km²,187.21 km,RH02C,0.972205715910796,0.0015573318839801,20647,"BC"
RH34Be,"R. Santa Clara",EXORREICA,4536.52 km²,435.19 km,RH34B,0.585509370704161,0.0790924853241149,72453,"CH"
RH24Ja,"R. Conchos - Ojinaga",EXORREICA,2345.97 km²,297.60 km,RH24J,0.903704580441988,0.023396780191798,37406,"CH"
RH09Bp,"R. Nacori",EXORREICA,1747.99 km²,269.92 km,RH09B,0.908193374506481,0.0135928068774994,27921,"CH,SR"
RH05Cd,"A. de la Palma y San Luis",EXORREICA,477.50 km²,126.17 km,RH05C,0.970133804683937,0.00233420634269386,7599,"BC"
RH08Ac,"R. San Ignacio",EXORREICA,3063.97 km²,280.69 km,RH08A,0.885495240085665,0.0265869952708638,48948,"SR"
RH01Ab,"C. de San Vicente",EXORREICA,852.79 km²,211.96 km,RH01A,0.916707383940603,0.0257612312122983,13532,"BC"
RH09Ea,"R. Bacoachi",EXORREICA,2127.93 km²,316.13 km,RH09E,0.895814649574459,0.0231327367597103,34000,"SR"
RH04Aa,"A. Agua Dulce",EXORREICA,602.44 km²,144.16 km,RH04A,0.98193286461127,0.000798907146575394,9630,"BC"
RH01Aa,"C. de San Fernando",EXORREICA,1943.30 km²,339.64 km,RH01A,0.968171520930402,0.00526537967711212,30980,"BC"
RH34Ad,"L. Tarabillas",ENDORREICA,1841.59 km²,236.79 km,RH34A,0.585860461207791,0.0678820653928384,29400,"CH"
RH24Ib,"R. Bravo - La Nutria",EXORREICA,1210.32 km²,260.07 km,RH24I,0.920131736032901,0.015352186338791,18900,"CH"
RH09Df,"R. Zanjón",EXORREICA,4310.48 km²,387.57 km,RH09D,0.613498860178522,0.0471496133876308,68870,"SR"
RH34Ac,"A. del Burro",ENDORREICA,4153.03 km²,367.20 km,RH34A,0.8805791477196,0.0230104275767405,66324,"CH"
RH34Dc,"R. Palanganas",EXORREICA,3335.56 km²,386.04 km,RH34D,0.734439004789956,0.0605437560092753,53165,"CH,SR"
RH01Ad,"A. El Socorro",EXORREICA,522.63 km²,131.85 km,RH01A,0.866574807636638,0.0265938449199214,8247,"BC"
RH34Ce,"L. La Vieja",EXORREICA,1717.25 km²,242.54 km,RH34C,0.6226086558683,0.0623215970955068,27406,"CH"
RH01Ac,"A. del Rosario",EXORREICA,2745.15 km²,313.24 km,RH01A,0.935600242854456,0.0136719759408213,43836,"BC"
RH08Bd,"A. El Álamo",EXORREICA,1887.35 km²,269.60 km,RH08B,0.630323504488095,0.0510527142186465,30135,"SR"
RH34Dk,"R. Piedras Verdes",EXORREICA,1939.44 km²,261.44 km,RH34D,0.839833552073898,0.0339606670483769,30983,"CH,SR"
RH09Db,"R. Sonora - Banamichi",EXORREICA,5510.38 km²,524.81 km,RH09D,0.806034313785212,0.0234314407522879,87968,"SR"
RH09Bh,"R. Moctezuma",EXORREICA,5639.26 km²,507.40 km,RH09B,0.807253804269728,0.0226642162447974,90028,"CH,SR"
RH09Bd,"R. Bavispe Bajo",EXORREICA,4184.29 km²,492.51 km,RH09B,0.834032341587661,0.0226798344411347,66764,"CH,SR"
RH04Ab,"A. San Fermín",EXORREICA,1391.20 km²,242.10 km,RH04A,0.983918445021007,0.00193373881080034,22183,"BC"
RH08Ad,"Puerto Libertad",EXORREICA,4061.93 km²,431.74 km,RH08A,0.943698223346989,0.00824733836688799,64542,"SR"
RH08Bb,"A. Tesota",EXORREICA,3182.61 km²,377.57 km,RH08B,0.861124789269273,0.0453914527916368,50845,"SR"
RH34Aa,"A. El Carrizo",ENDORREICA,3695.93 km²,364.22 km,RH34A,0.881620585601966,0.0136898898697277,59047,"CH"
RH09De,"R. San Miguel",EXORREICA,4178.43 km²,585.26 km,RH09D,0.818001761209841,0.0271478244812152,66781,"SR"
RH01Ae,"A. San Simón",EXORREICA,1948.39 km²,287.71 km,RH01A,0.879579778348082,0.0412701855412642,30894,"BC"
RH34Dj,"A. Las Varas",EXORREICA,858.47 km²,149.16 km,RH34D,0.615876607925832,0.058737883269082,13714,"CH,SR"
RH01Af,"A. de la Escopeta",EXORREICA,940.05 km²,222.00 km,RH01A,0.687092821852993,0.107612906939686,14660,"BC"
RH34Ab,"Félix U Gómez",ARREICA,2799.58 km²,273.34 km,RH34A,0.890764934083921,0.0108997453570292,44721,"CH"
RH34Ba,"Rancho El Cuarenta",ENDORREICA,942.60 km²,154.39 km,RH34B,0.888194008292322,0.0235653909982882,15066,"CH"
RH08Ba,"R. de la Concepción",EXORREICA,1725.11 km²,231.50 km,RH08B,0.813025367416872,0.0610320879189265,27503,"SR"
RH34Di,"R. San Pedro",EXORREICA,1396.40 km²,267.60 km,RH34D,0.77506856595874,0.0488618568524605,22281,"CH,SR"
RH08Bg,"A. del Coyotillo",EXORREICA,1070.65 km²,197.31 km,RH08B,0.703766179934437,0.0511039119273968,17102,"SR"
RH34Bc,"R. del Carmen",EXORREICA,9069.19 km²,660.75 km,RH34B,0.698260176846982,0.0494422850954347,144890,"CH"
RH09Be,"R. Bavispe - La Angostura",EXORREICA,8299.87 km²,726.45 km,RH09B,0.912353897734328,0.0152518233595737,132023,"CH,SR"
RH09Dd,"R. Bacanuchi",EXORREICA,1607.85 km²,247.22 km,RH09D,0.792775325334359,0.0322358920981612,25671,"SR"
RH34Cb,"R. Santa María - Galeana",EXORREICA,5688.11 km²,604.26 km,RH34C,0.628672450551242,0.0557472268960092,90883,"CH"
RH04Ac,"A. Huatamote",EXORREICA,2438.95 km²,340.94 km,RH04A,0.966640780809633,0.0120240014250885,38932,"BC"
RH01Ba,"A. Sto. Domingo",EXORREICA,1701.31 km²,301.97 km,RH01B,0.821196369327494,0.0734828543814833,26956,"BC"
RH09Dc,"R. Sonora - Arispe",EXORREICA,2296.52 km²,322.42 km,RH09D,0.752631797345382,0.0431617576904903,36629,"SR"
RH24Ic,"R. Bravo - Fuerte Quitman",EXORREICA,2381.50 km²,433.96 km,RH24I,0.869101819878275,0.0175619352450492,37556,"CH"
RH01Bb,"R. San Telmo",EXORREICA,923.02 km²,227.28 km,RH01B,0.844328287932164,0.0667053144769698,14724,"BC"
RH08Bc,"R. Magdalena",EXORREICA,5515.68 km²,723.47 km,RH08B,0.78082071618668,0.0559803385624505,88126,"SR"
RH04Ad,"San Felipe",EXORREICA,816.33 km²,158.92 km,RH04A,0.901534605060111,0.0420884360228243,12909,"BC"
RH08Bf,"A. Cocaspera",EXORREICA,1551.55 km²,221.28 km,RH08B,0.818660810331338,0.0276606336134743,24745,"SR"
RH34Ca,"L. Santa María",ENDORREICA,530.97 km²,123.71 km,RH34C,0.782501223731241,0.0334513612442498,8480,"CH"
RH34Cg,"Rancho Trincheras",ENDORREICA,1782.30 km²,250.78 km,RH34C,0.707598148094531,0.0474913819268502,28473,"CH"
RH08Be,"R. de los Alisos",EXORREICA,2484.37 km²,382.64 km,RH08B,0.764325278508153,0.0431055285180286,39689,"SR"
RH24Id,"R. Bravo - Country Line",EXORREICA,897.36 km²,176.60 km,RH24I,0.782637150656682,0.0542756648434304,14243,"CH"
RH34Dh,"A. Salto del Ojo",EXORREICA,3725.61 km²,433.90 km,RH34D,0.6936476715177,0.0643535995316922,59511,"CH,SR"
RH09Bu,"A. Ánimas",EXORREICA,91.39 km²,55.13 km,RH09B,0.718772303210108,0.0246778737990803,1448,"CH,SR"
RH09Bf,"R. Batepito",EXORREICA,2463.88 km²,276.47 km,RH09B,0.817628905082693,0.0258697371474088,39374,"CH,SR"
RH09Bg,"R. Agua Prieta",EXORREICA,3772.99 km²,359.89 km,RH09B,0.719881239258376,0.0511933307508059,60229,"CH,SR"
RH01Bc,"R. San Rafael",EXORREICA,1371.66 km²,322.33 km,RH01B,0.866578665039945,0.0609915636163258,21866,"BC"
RH07Ac,"Nogales",EXORREICA,2821.21 km²,393.75 km,RH07A,0.638784550204757,0.063367260991473,44832,"BC,SR"
RH08Bh,"R. Altar",EXORREICA,2691.45 km²,375.54 km,RH08B,0.89117035992981,0.0255828429593736,42888,"SR"
RH04Ae,"Santa Clara",EXORREICA,2536.31 km²,268.56 km,RH04A,0.962283597791828,0.00868611838990651,39827,"BC"
RH24Ie,"R. Bravo - Tornillo",EXORREICA,1499.98 km²,209.50 km,RH24I,0.829324453317199,0.0569824505518971,23910,"CH"
RH34Bb,"A. Roma",EXORREICA,1462.11 km²,214.88 km,RH34B,0.824238907662764,0.0432126351763286,23356,"CH"
RH08Bi,"R. Seco",EXORREICA,2042.52 km²,301.66 km,RH08B,0.867414091650175,0.0363369732137806,32636,"SR"
RH08Bj,"R. Coyote",EXORREICA,3333.62 km²,298.38 km,RH08B,0.934403583793337,0.0165251986972905,53244,"SR"
RH34Da,"L. Guzman",EXORREICA,1770.61 km²,243.95 km,RH34D,0.845218590794821,0.0300065894715901,28283,"CH,SR"
RH24If,"R. Bravo - Island",EXORREICA,465.08 km²,100.63 km,RH24I,0.846805153440125,0.0438886455596771,7329,"CH"
RH01Bf,"R. Sto. Tomás",EXORREICA,991.00 km²,231.53 km,RH01B,0.868436646174981,0.0455238327477813,15620,"BC"
RH01Bd,"A. El Salado",EXORREICA,1853.28 km²,407.08 km,RH01B,0.768066918676298,0.0889464574507504,29538,"BC"
RH08Cd,"(Costa Rica)",EXORREICA,5405.23 km²,449.39 km,RH08C,0.86859195392239,0.0390947029457152,86018,"SR"
RH34Db,"R. Casas Grandes",EXORREICA,5302.12 km²,555.16 km,RH34D,0.679780685509734,0.0660744397241813,84426,"CH,SR"
RH08Ca,"R. Bamori",EXORREICA,919.77 km²,178.87 km,RH08C,0.891118679221601,0.0154329631726298,14638,"SR"
RH04Ba,"A. del Diablo",EXORREICA,1330.62 km²,213.73 km,RH04B,0.984385439916923,0.00304419956409666,20903,"BC"
RH34Cf,"A. del Queso y Desierto Samalayuca",ENDORREICA,7810.78 km²,566.65 km,RH34C,0.755051061229901,0.0573788131448767,124273,"CH"
RH34Dg,"Hacienda San Francisco",EXORREICA,2772.25 km²,429.19 km,RH34D,0.763539597108004,0.0465919751580143,44068,"CH,SR"
RH34De,"L. Palomas",EXORREICA,2315.69 km²,247.35 km,RH34D,0.829351647036235,0.0353429926660727,36141,"CH,SR"
RH24Ig,"R. Bravo - Cd. Juárez",EXORREICA,555.32 km²,108.58 km,RH24I,0.277603763793431,0.145626885993344,8571,"CH"
RH01Bg,"A. Las Ánimas",EXORREICA,1016.58 km²,294.75 km,RH01B,0.816181454859517,0.0676520098763584,15975,"BC"
RH01Be,"R. San Vicente",EXORREICA,1899.99 km²,339.67 km,RH01B,0.758502346741004,0.0802852519164445,30252,"BC"
